state_id,failure_category,current_method,amount_minor,no_action_probability,NO_ACTION_action,NO_ACTION_recovery_probability,NO_ACTION_merchant_value_minor,GOVERNOR_T0_action,GOVERNOR_T0_recovery_probability,GOVERNOR_T0_merchant_value_minor,GOVERNOR_T5_action,GOVERNOR_T5_recovery_probability,GOVERNOR_T5_merchant_value_minor,GOVERNOR_T10_action,GOVERNOR_T10_recovery_probability,GOVERNOR_T10_merchant_value_minor,GOVERNOR_T20_action,GOVERNOR_T20_recovery_probability,GOVERNOR_T20_merchant_value_minor,ECONOMIC_ORACLE_action,ECONOMIC_ORACLE_recovery_probability,ECONOMIC_ORACLE_merchant_value_minor
188,USER_CANCELLED,UPI,171533,0.78,NO_ACTION,0.78,46828.509,NUDGE,0.84,50230.702,NUDGE,0.84,50230.702,NUDGE,0.84,50230.702,NO_ACTION,0.78,46828.509,NUDGE,0.84,50230.702
189,USER_CANCELLED,CREDIT_CARD,147189,0.64,NO_ACTION,0.64,32970.335999999996,NUDGE,0.8,41012.92,NUDGE,0.8,41012.92,NUDGE,0.8,41012.92,NO_ACTION,0.64,32970.335999999996,NUDGE,0.8,41012.92
190,AUTHENTICATION_FAILURE,UPI,68027,0.7,NO_ACTION,0.7,16666.614999999998,NO_ACTION,0.7,16666.614999999998,NO_ACTION,0.7,16666.614999999998,NO_ACTION,0.7,16666.614999999998,NO_ACTION,0.7,16666.614999999998,SWITCH_DEBIT_CARD,0.76,18045.181999999997
191,ISSUER_DECLINED,UPI,79647,0.64,NO_ACTION,0.64,17840.928,SWITCH_NETBANKING,0.74,20578.572999999997,SWITCH_NETBANKING,0.74,20578.572999999997,NO_ACTION,0.64,17840.928,NO_ACTION,0.64,17840.928,SWITCH_DEBIT_CARD,0.74,20578.572999999997
192,AUTHENTICATION_FAILURE,CREDIT_CARD,117362,0.72,NO_ACTION,0.72,29575.224,NUDGE,0.76,31018.291999999998,NO_ACTION,0.72,29575.224,NO_ACTION,0.72,29575.224,NO_ACTION,0.72,29575.224,NUDGE,0.76,31018.291999999998
193,AUTHENTICATION_FAILURE,UPI,204065,0.72,NO_ACTION,0.72,51424.38,NO_ACTION,0.72,51424.38,NO_ACTION,0.72,51424.38,NO_ACTION,0.72,51424.38,NO_ACTION,0.72,51424.38,SWITCH_DEBIT_CARD,0.82,58516.655
194,INSUFFICIENT_FUNDS,UPI,125257,0.6,NO_ACTION,0.6,26303.969999999998,SWITCH_NETBANKING,0.78,34145.161,SWITCH_NETBANKING,0.78,34145.161,SWITCH_NETBANKING,0.78,34145.161,SWITCH_NETBANKING,0.78,34145.161,SWITCH_DEBIT_CARD,0.78,34145.161
195,INSUFFICIENT_FUNDS,CREDIT_CARD,61974,0.4,NO_ACTION,0.4,8676.359999999999,SWITCH_NETBANKING,0.6,12964.539999999999,SWITCH_NETBANKING,0.6,12964.539999999999,SWITCH_NETBANKING,0.6,12964.539999999999,SWITCH_NETBANKING,0.6,12964.539999999999,SWITCH_UPI,0.6,12964.539999999999
196,AUTHENTICATION_FAILURE,UPI,49467,0.68,NO_ACTION,0.68,11773.145999999999,SWITCH_NETBANKING,0.7,12069.414999999997,NO_ACTION,0.68,11773.145999999999,NO_ACTION,0.68,11773.145999999999,NO_ACTION,0.68,11773.145999999999,SWITCH_CREDIT_CARD,0.72,12415.683999999997
197,TECHNICAL_FAILURE,UPI,182133,0.72,NO_ACTION,0.72,45897.515999999996,NO_ACTION,0.72,45897.515999999996,NO_ACTION,0.72,45897.515999999996,NO_ACTION,0.72,45897.515999999996,NO_ACTION,0.72,45897.515999999996,NO_ACTION,0.72,45897.515999999996
198,AUTHENTICATION_FAILURE,DEBIT_CARD,594513,0.64,NO_ACTION,0.64,133170.91199999998,NUDGE,0.78,162102.049,NUDGE,0.78,162102.049,NUDGE,0.78,162102.049,NUDGE,0.78,162102.049,NUDGE,0.78,162102.049
199,ISSUER_DECLINED,CREDIT_CARD,70785,0.38,NO_ACTION,0.38,9414.405,SWITCH_DEBIT_CARD,0.4,9859.900000000001,NO_ACTION,0.38,9414.405,NO_ACTION,0.38,9414.405,NO_ACTION,0.38,9414.405,SWITCH_UPI,0.42,10355.395
200,ISSUER_DECLINED,DEBIT_CARD,132647,0.84,NO_ACTION,0.84,38998.21799999999,SWITCH_NETBANKING,0.88,40805.276,SWITCH_NETBANKING,0.88,40805.276,SWITCH_NETBANKING,0.88,40805.276,NO_ACTION,0.84,38998.21799999999,SWITCH_UPI,0.88,40805.276
201,USER_CANCELLED,UPI,249187,0.5,NO_ACTION,0.5,43607.725,NUDGE,0.5,43407.725,NUDGE,0.5,43407.725,NUDGE,0.5,43407.725,NO_ACTION,0.5,43607.725,NO_ACTION,0.5,43607.725
202,ISSUER_DECLINED,DEBIT_CARD,335758,0.54,NO_ACTION,0.54,63458.261999999995,SWITCH_NETBANKING,0.58,68108.87399999998,NO_ACTION,0.54,63458.261999999995,NO_ACTION,0.54,63458.261999999995,NO_ACTION,0.54,63458.261999999995,SWITCH_UPI,0.58,68108.87399999998
203,TECHNICAL_FAILURE,UPI,190275,0.7,NO_ACTION,0.7,46617.375,SWITCH_NETBANKING,0.7,46567.375,NO_ACTION,0.7,46617.375,NO_ACTION,0.7,46617.375,NO_ACTION,0.7,46617.375,NO_ACTION,0.7,46617.375
204,ISSUER_DECLINED,DEBIT_CARD,115702,0.66,NO_ACTION,0.66,26727.162,NUDGE,0.72,28956.904,NUDGE,0.72,28956.904,NUDGE,0.72,28956.904,NO_ACTION,0.66,26727.162,NUDGE,0.72,28956.904
205,ISSUER_DECLINED,CREDIT_CARD,1092503,0.4,NO_ACTION,0.4,152950.42,NUDGE,0.4,152750.42,NUDGE,0.4,152750.42,NUDGE,0.4,152750.42,NUDGE,0.4,152750.42,NO_ACTION,0.4,152950.42
206,TECHNICAL_FAILURE,UPI,218336,0.72,NO_ACTION,0.72,55020.67199999999,NUDGE,0.82,62462.431999999986,NUDGE,0.82,62462.431999999986,NUDGE,0.82,62462.431999999986,NUDGE,0.82,62462.431999999986,NUDGE,0.82,62462.431999999986
207,USER_CANCELLED,UPI,198462,0.58,NO_ACTION,0.58,40287.78599999999,NUDGE,0.68,47033.956,NUDGE,0.68,47033.956,NUDGE,0.68,47033.956,NUDGE,0.68,47033.956,NUDGE,0.68,47033.956
208,USER_CANCELLED,UPI,637041,0.38,NO_ACTION,0.38,84726.453,NUDGE,0.56,124660.036,NUDGE,0.56,124660.036,NUDGE,0.56,124660.036,NUDGE,0.56,124660.036,NUDGE,0.56,124660.036
209,USER_CANCELLED,UPI,26677,0.58,NO_ACTION,0.58,5415.430999999999,NUDGE,0.72,6522.603999999999,NO_ACTION,0.58,5415.430999999999,NO_ACTION,0.58,5415.430999999999,NO_ACTION,0.58,5415.430999999999,NUDGE,0.72,6522.603999999999
210,AUTHENTICATION_FAILURE,CREDIT_CARD,301101,0.64,NO_ACTION,0.64,67446.624,NO_ACTION,0.64,67446.624,NO_ACTION,0.64,67446.624,NO_ACTION,0.64,67446.624,NO_ACTION,0.64,67446.624,SWITCH_UPI,0.66,69504.33099999999
211,AUTHENTICATION_FAILURE,CREDIT_CARD,346197,0.7,NO_ACTION,0.7,84818.265,NUDGE,0.74,89465.023,NUDGE,0.74,89465.023,NUDGE,0.74,89465.023,NUDGE,0.74,89465.023,SWITCH_UPI,0.74,89615.023
212,AUTHENTICATION_FAILURE,UPI,110377,0.76,NO_ACTION,0.76,29360.282,NO_ACTION,0.76,29360.282,NO_ACTION,0.76,29360.282,NO_ACTION,0.76,29360.282,NO_ACTION,0.76,29360.282,NO_ACTION,0.76,29360.282
213,INSUFFICIENT_FUNDS,UPI,170450,0.38,NO_ACTION,0.38,22669.85,SWITCH_NETBANKING,0.58,34551.34999999999,SWITCH_NETBANKING,0.58,34551.34999999999,SWITCH_NETBANKING,0.58,34551.34999999999,SWITCH_NETBANKING,0.58,34551.34999999999,SWITCH_NETBANKING,0.58,34551.34999999999
214,INSTRUMENT_UNAVAILABLE,CREDIT_CARD,303771,0.42,NO_ACTION,0.42,44654.33699999999,SWITCH_NETBANKING,0.48,50983.52799999999,NO_ACTION,0.42,44654.33699999999,NO_ACTION,0.42,44654.33699999999,NO_ACTION,0.42,44654.33699999999,SWITCH_UPI,0.48,50983.52799999999
215,INSUFFICIENT_FUNDS,DEBIT_CARD,213137,0.42,NO_ACTION,0.42,31331.139,SWITCH_CREDIT_CARD,0.44,32773.098,SWITCH_CREDIT_CARD,0.44,32773.098,SWITCH_CREDIT_CARD,0.44,32773.098,SWITCH_CREDIT_CARD,0.44,32773.098,SWITCH_UPI,0.44,32773.098
216,INSTRUMENT_UNAVAILABLE,CREDIT_CARD,164233,0.44,NO_ACTION,0.44,25291.881999999998,NO_ACTION,0.44,25291.881999999998,NO_ACTION,0.44,25291.881999999998,NO_ACTION,0.44,25291.881999999998,NO_ACTION,0.44,25291.881999999998,SWITCH_UPI,0.54,30990.037
217,AUTHENTICATION_FAILURE,UPI,100058,0.74,NO_ACTION,0.74,25915.021999999997,NUDGE,0.82,28516.645999999993,NUDGE,0.82,28516.645999999993,NUDGE,0.82,28516.645999999993,NO_ACTION,0.74,25915.021999999997,NUDGE,0.82,28516.645999999993
218,ISSUER_DECLINED,UPI,94962,0.6,NO_ACTION,0.6,19942.019999999997,SWITCH_NETBANKING,0.62,20556.753999999997,NO_ACTION,0.6,19942.019999999997,NO_ACTION,0.6,19942.019999999997,NO_ACTION,0.6,19942.019999999997,SWITCH_NETBANKING,0.62,20556.753999999997
219,USER_CANCELLED,UPI,164496,0.72,NO_ACTION,0.72,41452.992,SWITCH_NETBANKING,0.72,41402.992,NO_ACTION,0.72,41452.992,NO_ACTION,0.72,41452.992,NO_ACTION,0.72,41452.992,NO_ACTION,0.72,41452.992
220,USER_CANCELLED,NETBANKING,108342,0.62,NO_ACTION,0.62,23510.213999999996,NO_ACTION,0.62,23510.213999999996,NO_ACTION,0.62,23510.213999999996,NO_ACTION,0.62,23510.213999999996,NO_ACTION,0.62,23510.213999999996,NO_ACTION,0.62,23510.213999999996
221,AUTHENTICATION_FAILURE,UPI,274325,0.56,NO_ACTION,0.56,53767.700000000004,NUDGE,0.72,68929.9,NUDGE,0.72,68929.9,NUDGE,0.72,68929.9,NUDGE,0.72,68929.9,NUDGE,0.72,68929.9
222,USER_CANCELLED,UPI,235740,0.64,NO_ACTION,0.64,52805.76,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996
223,AUTHENTICATION_FAILURE,DEBIT_CARD,316931,0.64,NO_ACTION,0.64,70992.544,SWITCH_NETBANKING,0.56,62068.476,NO_ACTION,0.64,70992.544,NO_ACTION,0.64,70992.544,NO_ACTION,0.64,70992.544,NO_ACTION,0.64,70992.544
224,USER_CANCELLED,CREDIT_CARD,45578,0.72,NO_ACTION,0.72,11485.655999999999,SWITCH_NETBANKING,0.72,11435.655999999999,NO_ACTION,0.72,11485.655999999999,NO_ACTION,0.72,11485.655999999999,NO_ACTION,0.72,11485.655999999999,NO_ACTION,0.72,11485.655999999999
225,AUTHENTICATION_FAILURE,CREDIT_CARD,75345,0.68,NO_ACTION,0.68,17932.11,NO_ACTION,0.68,17932.11,NO_ACTION,0.68,17932.11,NO_ACTION,0.68,17932.11,NO_ACTION,0.68,17932.11,NO_ACTION,0.68,17932.11
226,USER_CANCELLED,UPI,359917,0.54,NO_ACTION,0.54,68024.31300000001,NO_ACTION,0.54,68024.31300000001,NO_ACTION,0.54,68024.31300000001,NO_ACTION,0.54,68024.31300000001,NO_ACTION,0.54,68024.31300000001,SWITCH_DEBIT_CARD,0.56,70493.732
227,AUTHENTICATION_FAILURE,UPI,331269,0.48,NO_ACTION,0.48,55653.191999999995,NUDGE,0.6,69366.48999999999,NUDGE,0.6,69366.48999999999,NUDGE,0.6,69366.48999999999,NUDGE,0.6,69366.48999999999,NUDGE,0.6,69366.48999999999
228,USER_CANCELLED,UPI,155514,0.64,NO_ACTION,0.64,34835.136,NO_ACTION,0.64,34835.136,NO_ACTION,0.64,34835.136,NO_ACTION,0.64,34835.136,NO_ACTION,0.64,34835.136,NO_ACTION,0.64,34835.136
229,INSUFFICIENT_FUNDS,UPI,243347,0.48,NO_ACTION,0.48,40882.295999999995,SWITCH_NETBANKING,0.62,52756.299,SWITCH_NETBANKING,0.62,52756.299,SWITCH_NETBANKING,0.62,52756.299,SWITCH_NETBANKING,0.62,52756.299,SWITCH_DEBIT_CARD,0.68,57866.586
230,AUTHENTICATION_FAILURE,UPI,163702,0.72,NO_ACTION,0.72,41252.903999999995,NUDGE,0.76,43344.731999999996,NUDGE,0.76,43344.731999999996,NUDGE,0.76,43344.731999999996,NUDGE,0.76,43344.731999999996,NUDGE,0.76,43344.731999999996
231,USER_CANCELLED,UPI,161694,0.7,NO_ACTION,0.7,39615.02999999999,SWITCH_NETBANKING,0.7,39565.02999999999,NO_ACTION,0.7,39615.02999999999,NO_ACTION,0.7,39615.02999999999,NO_ACTION,0.7,39615.02999999999,NO_ACTION,0.7,39615.02999999999
232,USER_CANCELLED,NETBANKING,240906,0.62,NO_ACTION,0.62,52276.60199999999,NUDGE,0.7,58821.96999999999,NUDGE,0.7,58821.96999999999,NUDGE,0.7,58821.96999999999,NUDGE,0.7,58821.96999999999,NUDGE,0.7,58821.96999999999
233,AUTHENTICATION_FAILURE,UPI,80852,0.58,NO_ACTION,0.58,16412.956,NUDGE,0.58,16212.955999999998,NUDGE,0.58,16212.955999999998,NO_ACTION,0.58,16412.956,NO_ACTION,0.58,16412.956,SWITCH_NETBANKING,0.6,16928.92
234,USER_CANCELLED,UPI,92612,0.66,NO_ACTION,0.66,21393.372,NO_ACTION,0.66,21393.372,NO_ACTION,0.66,21393.372,NO_ACTION,0.66,21393.372,NO_ACTION,0.66,21393.372,NO_ACTION,0.66,21393.372
235,INSUFFICIENT_FUNDS,UPI,446662,0.52,NO_ACTION,0.52,81292.484,SWITCH_NETBANKING,0.62,96875.654,SWITCH_NETBANKING,0.62,96875.654,SWITCH_NETBANKING,0.62,96875.654,SWITCH_NETBANKING,0.62,96875.654,SWITCH_DEBIT_CARD,0.62,96875.654
236,USER_CANCELLED,UPI,301111,0.76,NO_ACTION,0.76,80095.526,NUDGE,0.74,77787.749,NUDGE,0.74,77787.749,NUDGE,0.74,77787.749,NUDGE,0.74,77787.749,SWITCH_DEBIT_CARD,0.78,82153.303
237,USER_CANCELLED,CREDIT_CARD,138992,0.64,NO_ACTION,0.64,31134.208,SWITCH_DEBIT_CARD,0.64,31084.208,NO_ACTION,0.64,31134.208,NO_ACTION,0.64,31134.208,NO_ACTION,0.64,31134.208,SWITCH_UPI,0.66,32057.152
238,AUTHENTICATION_FAILURE,UPI,76371,0.68,NO_ACTION,0.68,18176.298,NUDGE,0.68,17976.298,NUDGE,0.68,17976.298,NUDGE,0.68,17976.298,NUDGE,0.68,17976.298,SWITCH_CREDIT_CARD,0.78,20799.283
239,USER_CANCELLED,UPI,94492,0.66,NO_ACTION,0.66,21827.652,SWITCH_NETBANKING,0.62,20454.764,SWITCH_NETBANKING,0.62,20454.764,SWITCH_NETBANKING,0.62,20454.764,NO_ACTION,0.66,21827.652,NO_ACTION,0.66,21827.652
240,TECHNICAL_FAILURE,CREDIT_CARD,120600,0.7,NO_ACTION,0.7,29546.999999999996,NUDGE,0.8,33568.0,NUDGE,0.8,33568.0,NUDGE,0.8,33568.0,NUDGE,0.8,33568.0,NUDGE,0.8,33568.0
241,INSUFFICIENT_FUNDS,CREDIT_CARD,66507,0.48,NO_ACTION,0.48,11173.175999999998,SWITCH_NETBANKING,0.6,13916.469999999998,SWITCH_NETBANKING,0.6,13916.469999999998,SWITCH_NETBANKING,0.6,13916.469999999998,SWITCH_NETBANKING,0.6,13916.469999999998,SWITCH_UPI,0.6,13916.469999999998
242,USER_CANCELLED,UPI,166272,0.58,NO_ACTION,0.58,33753.21599999999,NO_ACTION,0.58,33753.21599999999,NO_ACTION,0.58,33753.21599999999,NO_ACTION,0.58,33753.21599999999,NO_ACTION,0.58,33753.21599999999,SWITCH_DEBIT_CARD,0.64,37194.928
243,USER_CANCELLED,CREDIT_CARD,76780,0.8,NO_ACTION,0.8,21498.4,SWITCH_NETBANKING,0.8,21448.4,NO_ACTION,0.8,21498.4,NO_ACTION,0.8,21498.4,NO_ACTION,0.8,21498.4,NO_ACTION,0.8,21498.4
244,AUTHENTICATION_FAILURE,UPI,201513,0.74,NO_ACTION,0.74,52191.86699999999,NO_ACTION,0.74,52191.86699999999,NO_ACTION,0.74,52191.86699999999,NO_ACTION,0.74,52191.86699999999,NO_ACTION,0.74,52191.86699999999,SWITCH_DEBIT_CARD,0.76,53552.45799999999
245,ISSUER_DECLINED,UPI,107799,0.68,NO_ACTION,0.68,25656.161999999997,NUDGE,0.78,29229.126999999997,NUDGE,0.78,29229.126999999997,NO_ACTION,0.68,25656.161999999997,NO_ACTION,0.68,25656.161999999997,NUDGE,0.78,29229.126999999997
246,ISSUER_DECLINED,DEBIT_CARD,170493,0.48,NO_ACTION,0.48,28642.823999999997,SWITCH_NETBANKING,0.54,32173.177,SWITCH_NETBANKING,0.54,32173.177,NO_ACTION,0.48,28642.823999999997,NO_ACTION,0.48,28642.823999999997,NUDGE,0.68,40377.334
247,USER_CANCELLED,UPI,71951,0.56,NO_ACTION,0.56,14102.396,NO_ACTION,0.56,14102.396,NO_ACTION,0.56,14102.396,NO_ACTION,0.56,14102.396,NO_ACTION,0.56,14102.396,NO_ACTION,0.56,14102.396
248,USER_CANCELLED,UPI,166257,0.58,NO_ACTION,0.58,33750.170999999995,NUDGE,0.72,41696.763999999996,NUDGE,0.72,41696.763999999996,NUDGE,0.72,41696.763999999996,NUDGE,0.72,41696.763999999996,NUDGE,0.72,41696.763999999996
249,TECHNICAL_FAILURE,UPI,172918,0.72,NO_ACTION,0.72,43575.335999999996,NUDGE,0.88,53058.744,NUDGE,0.88,53058.744,NUDGE,0.88,53058.744,NUDGE,0.88,53058.744,NUDGE,0.88,53058.744
250,TECHNICAL_FAILURE,UPI,173437,0.86,NO_ACTION,0.86,52204.537,NO_ACTION,0.86,52204.537,NO_ACTION,0.86,52204.537,NO_ACTION,0.86,52204.537,NO_ACTION,0.86,52204.537,NO_ACTION,0.86,52204.537
