state_id,failure_category,current_method,amount_minor,no_action_probability,NO_ACTION_action,NO_ACTION_recovery_probability,NO_ACTION_merchant_value_minor,BLANKET_NUDGE_action,BLANKET_NUDGE_recovery_probability,BLANKET_NUDGE_merchant_value_minor,RULE_BASED_action,RULE_BASED_recovery_probability,RULE_BASED_merchant_value_minor,S_LEARNER_RECOVERY_MAX_action,S_LEARNER_RECOVERY_MAX_recovery_probability,S_LEARNER_RECOVERY_MAX_merchant_value_minor,ECONOMIC_GOVERNOR_action,ECONOMIC_GOVERNOR_recovery_probability,ECONOMIC_GOVERNOR_merchant_value_minor,ECONOMIC_ORACLE_action,ECONOMIC_ORACLE_recovery_probability,ECONOMIC_ORACLE_merchant_value_minor
187,ISSUER_DECLINED,UPI,45765,0.62,NO_ACTION,0.62,9931.005,NUDGE,0.72,11332.779999999999,NO_ACTION,0.62,9931.005,SWITCH_CREDIT_CARD,0.72,11482.779999999999,SWITCH_CREDIT_CARD,0.72,11482.779999999999,SWITCH_CREDIT_CARD,0.72,11482.779999999999
188,ISSUER_DECLINED,UPI,167814,0.72,NO_ACTION,0.72,42289.128,NUDGE,0.78,45613.221999999994,NO_ACTION,0.72,42289.128,NUDGE,0.78,45613.221999999994,NUDGE,0.78,45613.221999999994,NUDGE,0.78,45613.221999999994
189,ISSUER_DECLINED,DEBIT_CARD,141151,0.58,NO_ACTION,0.58,28653.653,NO_ACTION,0.58,28653.653,NO_ACTION,0.58,28653.653,SWITCH_UPI,0.7,34531.994999999995,SWITCH_UPI,0.7,34531.994999999995,SWITCH_UPI,0.7,34531.994999999995
190,INSUFFICIENT_FUNDS,UPI,61861,0.6,NO_ACTION,0.6,12990.81,NUDGE,0.7,14955.944999999998,SWITCH_CREDIT_CARD,0.66,14239.891,NUDGE,0.7,14955.944999999998,NO_ACTION,0.6,12990.81,NUDGE,0.7,14955.944999999998
191,AUTHENTICATION_FAILURE,CREDIT_CARD,259417,0.76,NO_ACTION,0.76,69004.92199999999,NO_ACTION,0.76,69004.92199999999,NO_ACTION,0.76,69004.92199999999,SWITCH_UPI,0.8,72586.76,SWITCH_UPI,0.8,72586.76,SWITCH_UPI,0.8,72586.76
192,INSUFFICIENT_FUNDS,UPI,206201,0.36,NO_ACTION,0.36,25981.325999999997,NO_ACTION,0.36,25981.325999999997,SWITCH_CREDIT_CARD,0.5,36035.174999999996,NO_ACTION,0.36,25981.325999999997,NO_ACTION,0.36,25981.325999999997,SWITCH_CREDIT_CARD,0.5,36035.174999999996
193,AUTHENTICATION_FAILURE,UPI,161450,0.7,NO_ACTION,0.7,39555.25,NO_ACTION,0.7,39555.25,NO_ACTION,0.7,39555.25,SWITCH_CREDIT_CARD,0.76,42895.7,SWITCH_CREDIT_CARD,0.76,42895.7,SWITCH_CREDIT_CARD,0.76,42895.7
194,ISSUER_DECLINED,CREDIT_CARD,276245,0.64,NO_ACTION,0.64,61878.880000000005,NO_ACTION,0.64,61878.880000000005,NO_ACTION,0.64,61878.880000000005,SWITCH_DEBIT_CARD,0.7,67630.025,SWITCH_DEBIT_CARD,0.7,67630.025,SWITCH_UPI,0.72,69563.73999999999
195,ISSUER_DECLINED,UPI,813535,0.48,NO_ACTION,0.48,136673.88,NO_ACTION,0.48,136673.88,NO_ACTION,0.48,136673.88,SWITCH_DEBIT_CARD,0.64,182181.84,SWITCH_DEBIT_CARD,0.64,182181.84,SWITCH_NETBANKING,0.66,187876.58500000002
196,AUTHENTICATION_FAILURE,UPI,225289,0.68,NO_ACTION,0.68,53618.782,NO_ACTION,0.68,53618.782,NO_ACTION,0.68,53618.782,SWITCH_CREDIT_CARD,0.64,50414.736,SWITCH_CREDIT_CARD,0.64,50414.736,NO_ACTION,0.68,53618.782
197,INSUFFICIENT_FUNDS,UPI,119236,0.48,NO_ACTION,0.48,20031.647999999997,NO_ACTION,0.48,20031.647999999997,NO_ACTION,0.48,20031.647999999997,SWITCH_DEBIT_CARD,0.58,24154.907999999996,SWITCH_DEBIT_CARD,0.58,24154.907999999996,SWITCH_DEBIT_CARD,0.58,24154.907999999996
198,INSUFFICIENT_FUNDS,UPI,95067,0.52,NO_ACTION,0.52,17302.194,NO_ACTION,0.52,17302.194,NO_ACTION,0.52,17302.194,SWITCH_DEBIT_CARD,0.6,19914.069999999996,NO_ACTION,0.52,17302.194,SWITCH_NETBANKING,0.64,21245.007999999998
199,AUTHENTICATION_FAILURE,UPI,436618,0.66,NO_ACTION,0.66,100858.758,NO_ACTION,0.66,100858.758,NO_ACTION,0.66,100858.758,SWITCH_DEBIT_CARD,0.56,85527.128,SWITCH_DEBIT_CARD,0.56,85527.128,NO_ACTION,0.66,100858.758
200,AUTHENTICATION_FAILURE,NETBANKING,250580,0.92,NO_ACTION,0.92,80686.76000000001,NO_ACTION,0.92,80686.76000000001,NO_ACTION,0.92,80686.76000000001,SWITCH_UPI,0.92,80636.76000000001,SWITCH_UPI,0.92,80636.76000000001,NO_ACTION,0.92,80686.76000000001
201,USER_CANCELLED,UPI,71972,0.68,NO_ACTION,0.68,17129.336,NO_ACTION,0.68,17129.336,NO_ACTION,0.68,17129.336,OFFER_5,0.68,14682.288,NO_ACTION,0.68,17129.336,NO_ACTION,0.68,17129.336
202,USER_CANCELLED,UPI,178746,0.6,NO_ACTION,0.6,37536.659999999996,NO_ACTION,0.6,37536.659999999996,NO_ACTION,0.6,37536.659999999996,NO_ACTION,0.6,37536.659999999996,NO_ACTION,0.6,37536.659999999996,NO_ACTION,0.6,37536.659999999996
203,ISSUER_DECLINED,UPI,169638,0.54,NO_ACTION,0.54,32061.582,NO_ACTION,0.54,32061.582,NO_ACTION,0.54,32061.582,OFFER_5,0.56,28499.184,SWITCH_DEBIT_CARD,0.52,30824.115999999998,NO_ACTION,0.54,32061.582
204,USER_CANCELLED,UPI,378273,0.74,NO_ACTION,0.74,97972.707,NO_ACTION,0.74,97972.707,NO_ACTION,0.74,97972.707,NO_ACTION,0.74,97972.707,NO_ACTION,0.74,97972.707,NO_ACTION,0.74,97972.707
205,ISSUER_DECLINED,UPI,31402,0.6,NO_ACTION,0.6,6594.419999999999,NUDGE,0.6,6394.419999999999,NUDGE,0.6,6394.419999999999,NUDGE,0.6,6394.419999999999,NO_ACTION,0.6,6594.419999999999,SWITCH_DEBIT_CARD,0.64,6984.048
206,INSUFFICIENT_FUNDS,DEBIT_CARD,38123,0.32,NO_ACTION,0.32,4269.776,NUDGE,0.4,5137.22,SWITCH_UPI,0.46,6087.803,NUDGE,0.4,5137.22,NO_ACTION,0.32,4269.776,SWITCH_UPI,0.46,6087.803
207,USER_CANCELLED,UPI,525574,0.7,NO_ACTION,0.7,128765.62999999999,NO_ACTION,0.7,128765.62999999999,NO_ACTION,0.7,128765.62999999999,OFFER_5,0.7,110370.53999999998,NO_ACTION,0.7,128765.62999999999,NO_ACTION,0.7,128765.62999999999
208,USER_CANCELLED,NETBANKING,113040,0.52,NO_ACTION,0.52,20573.280000000002,NUDGE,0.7,27494.8,NUDGE,0.7,27494.8,SWITCH_UPI,0.52,20523.280000000002,SWITCH_UPI,0.52,20523.280000000002,NUDGE,0.7,27494.8
209,AUTHENTICATION_FAILURE,UPI,238427,0.56,NO_ACTION,0.56,46731.692,NUDGE,0.72,59883.60399999999,NO_ACTION,0.56,46731.692,NUDGE,0.72,59883.60399999999,NUDGE,0.72,59883.60399999999,NUDGE,0.72,59883.60399999999
210,INSUFFICIENT_FUNDS,UPI,60144,0.44,NO_ACTION,0.44,9262.176,NO_ACTION,0.44,9262.176,NO_ACTION,0.44,9262.176,OFFER_5,0.44,7939.007999999999,SWITCH_DEBIT_CARD,0.46,9633.184,SWITCH_DEBIT_CARD,0.46,9633.184
211,USER_CANCELLED,NETBANKING,85066,0.8,NO_ACTION,0.8,23818.48,NO_ACTION,0.8,23818.48,NO_ACTION,0.8,23818.48,NO_ACTION,0.8,23818.48,NO_ACTION,0.8,23818.48,NO_ACTION,0.8,23818.48
212,AUTHENTICATION_FAILURE,UPI,60701,0.7,NO_ACTION,0.7,14871.744999999997,NUDGE,0.76,15946.465999999999,NO_ACTION,0.7,14871.744999999997,NUDGE,0.76,15946.465999999999,NUDGE,0.76,15946.465999999999,NUDGE,0.76,15946.465999999999
213,AUTHENTICATION_FAILURE,UPI,38677,0.86,NO_ACTION,0.86,11641.776999999998,NO_ACTION,0.86,11641.776999999998,NO_ACTION,0.86,11641.776999999998,SWITCH_DEBIT_CARD,0.86,11591.776999999998,SWITCH_DEBIT_CARD,0.86,11591.776999999998,NO_ACTION,0.86,11641.776999999998
214,AUTHENTICATION_FAILURE,UPI,84086,0.78,NO_ACTION,0.78,22955.478,NO_ACTION,0.78,22955.478,NO_ACTION,0.78,22955.478,SWITCH_DEBIT_CARD,0.8,23494.08,NO_ACTION,0.78,22955.478,SWITCH_DEBIT_CARD,0.8,23494.08
215,AUTHENTICATION_FAILURE,UPI,42497,0.74,NO_ACTION,0.74,11006.723,NUDGE,0.82,11996.639,NO_ACTION,0.74,11006.723,NUDGE,0.82,11996.639,NUDGE,0.82,11996.639,NUDGE,0.82,11996.639
216,INSUFFICIENT_FUNDS,UPI,149183,0.38,NO_ACTION,0.38,19841.339,NUDGE,0.52,26951.305999999997,SWITCH_DEBIT_CARD,0.44,22924.181999999997,SWITCH_DEBIT_CARD,0.44,22924.181999999997,SWITCH_DEBIT_CARD,0.44,22924.181999999997,NUDGE,0.52,26951.305999999997
217,USER_CANCELLED,CREDIT_CARD,82706,0.62,NO_ACTION,0.62,17947.201999999997,NO_ACTION,0.62,17947.201999999997,NO_ACTION,0.62,17947.201999999997,NO_ACTION,0.62,17947.201999999997,NO_ACTION,0.62,17947.201999999997,NO_ACTION,0.62,17947.201999999997
218,USER_CANCELLED,CREDIT_CARD,82941,0.68,NO_ACTION,0.68,19739.958,NO_ACTION,0.68,19739.958,NO_ACTION,0.68,19739.958,OFFER_10,0.68,14099.970000000001,NO_ACTION,0.68,19739.958,NO_ACTION,0.68,19739.958
219,USER_CANCELLED,UPI,422223,0.58,NO_ACTION,0.58,85711.26899999999,NUDGE,0.76,112111.318,NUDGE,0.76,112111.318,NUDGE,0.76,112111.318,NUDGE,0.76,112111.318,NUDGE,0.76,112111.318
220,ISSUER_DECLINED,UPI,489291,0.7,NO_ACTION,0.7,119876.29499999997,NUDGE,0.76,129951.40599999999,NUDGE,0.76,129951.40599999999,SWITCH_CREDIT_CARD,0.82,140376.51699999996,SWITCH_CREDIT_CARD,0.82,140376.51699999996,SWITCH_CREDIT_CARD,0.82,140376.51699999996
221,AUTHENTICATION_FAILURE,UPI,175987,0.56,NO_ACTION,0.56,34493.452000000005,NUDGE,0.74,45380.632999999994,NO_ACTION,0.56,34493.452000000005,NUDGE,0.74,45380.632999999994,NO_ACTION,0.56,34493.452000000005,NUDGE,0.74,45380.632999999994
222,USER_CANCELLED,CREDIT_CARD,59647,0.6,NO_ACTION,0.6,12525.869999999997,NUDGE,0.68,13995.985999999999,NUDGE,0.68,13995.985999999999,NUDGE,0.68,13995.985999999999,NUDGE,0.68,13995.985999999999,NUDGE,0.68,13995.985999999999
223,INSUFFICIENT_FUNDS,CREDIT_CARD,185597,0.28,NO_ACTION,0.28,18188.506,NO_ACTION,0.28,18188.506,SWITCH_UPI,0.44,28531.938,SWITCH_DEBIT_CARD,0.44,28531.938,SWITCH_DEBIT_CARD,0.44,28531.938,SWITCH_UPI,0.44,28531.938
224,USER_CANCELLED,CREDIT_CARD,301101,0.76,NO_ACTION,0.76,80092.866,NO_ACTION,0.76,80092.866,NO_ACTION,0.76,80092.866,OFFER_10,0.76,57209.19,NO_ACTION,0.76,80092.866,NO_ACTION,0.76,80092.866
225,AUTHENTICATION_FAILURE,CREDIT_CARD,346197,0.66,NO_ACTION,0.66,79971.507,NUDGE,0.7,84618.265,NO_ACTION,0.66,79971.507,NUDGE,0.7,84618.265,NUDGE,0.7,84618.265,SWITCH_DEBIT_CARD,0.7,84768.265
226,AUTHENTICATION_FAILURE,UPI,110377,0.76,NO_ACTION,0.76,29360.282,NO_ACTION,0.76,29360.282,NO_ACTION,0.76,29360.282,SWITCH_CREDIT_CARD,0.66,25447.087,SWITCH_CREDIT_CARD,0.66,25447.087,NO_ACTION,0.76,29360.282
227,TECHNICAL_FAILURE,DEBIT_CARD,42102,0.7,NO_ACTION,0.7,10314.989999999998,NO_ACTION,0.7,10314.989999999998,NO_ACTION,0.7,10314.989999999998,OFFER_5,0.7,8841.419999999998,NO_ACTION,0.7,10314.989999999998,NO_ACTION,0.7,10314.989999999998
228,AUTHENTICATION_FAILURE,UPI,127796,0.82,NO_ACTION,0.82,36677.452,NUDGE,0.84,37372.024,NO_ACTION,0.82,36677.452,NUDGE,0.84,37372.024,NUDGE,0.84,37372.024,SWITCH_DEBIT_CARD,0.86,38416.596
229,INSTRUMENT_UNAVAILABLE,DEBIT_CARD,71956,0.36,NO_ACTION,0.36,9066.455999999998,NO_ACTION,0.36,9066.455999999998,SWITCH_UPI,0.58,14557.067999999997,SWITCH_UPI,0.58,14557.067999999997,SWITCH_UPI,0.58,14557.067999999997,SWITCH_UPI,0.58,14557.067999999997
230,AUTHENTICATION_FAILURE,NETBANKING,171424,0.66,NO_ACTION,0.66,39598.943999999996,NO_ACTION,0.66,39598.943999999996,NO_ACTION,0.66,39598.943999999996,SWITCH_UPI,0.64,38348.975999999995,SWITCH_UPI,0.64,38348.975999999995,NO_ACTION,0.66,39598.943999999996
231,USER_CANCELLED,UPI,235740,0.64,NO_ACTION,0.64,52805.76,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996,NUDGE,0.7,57556.299999999996
232,AUTHENTICATION_FAILURE,DEBIT_CARD,316931,0.64,NO_ACTION,0.64,70992.544,NO_ACTION,0.64,70992.544,NO_ACTION,0.64,70992.544,OFFER_5,0.64,60850.75199999999,SWITCH_UPI,0.68,75379.578,SWITCH_UPI,0.68,75379.578
233,USER_CANCELLED,CREDIT_CARD,45578,0.56,NO_ACTION,0.56,8933.288,NO_ACTION,0.56,8933.288,NO_ACTION,0.56,8933.288,OFFER_5,0.56,7657.104,NO_ACTION,0.56,8933.288,NO_ACTION,0.56,8933.288
234,AUTHENTICATION_FAILURE,CREDIT_CARD,75345,0.72,NO_ACTION,0.72,18986.94,NO_ACTION,0.72,18986.94,NO_ACTION,0.72,18986.94,SWITCH_UPI,0.74,19464.355,NO_ACTION,0.72,18986.94,SWITCH_UPI,0.74,19464.355
235,USER_CANCELLED,UPI,359917,0.64,NO_ACTION,0.64,80621.408,NO_ACTION,0.64,80621.408,NO_ACTION,0.64,80621.408,NO_ACTION,0.64,80621.408,NO_ACTION,0.64,80621.408,SWITCH_DEBIT_CARD,0.66,83090.827
236,AUTHENTICATION_FAILURE,UPI,331269,0.6,NO_ACTION,0.6,69566.48999999999,NUDGE,0.72,83279.78799999999,NO_ACTION,0.6,69566.48999999999,NUDGE,0.72,83279.78799999999,NUDGE,0.72,83279.78799999999,NUDGE,0.72,83279.78799999999
237,USER_CANCELLED,UPI,155514,0.52,NO_ACTION,0.52,28303.548,NO_ACTION,0.52,28303.548,NO_ACTION,0.52,28303.548,NO_ACTION,0.52,28303.548,NO_ACTION,0.52,28303.548,SWITCH_CREDIT_CARD,0.54,29342.145999999997
238,INSUFFICIENT_FUNDS,UPI,243347,0.52,NO_ACTION,0.52,44289.154,NO_ACTION,0.52,44289.154,NO_ACTION,0.52,44289.154,SWITCH_DEBIT_CARD,0.74,62976.873,SWITCH_DEBIT_CARD,0.74,62976.873,SWITCH_DEBIT_CARD,0.74,62976.873
239,AUTHENTICATION_FAILURE,UPI,163702,0.72,NO_ACTION,0.72,41252.903999999995,NUDGE,0.82,46782.473999999995,NO_ACTION,0.72,41252.903999999995,NUDGE,0.82,46782.473999999995,NUDGE,0.82,46782.473999999995,NUDGE,0.82,46782.473999999995
240,USER_CANCELLED,UPI,161694,0.72,NO_ACTION,0.72,40746.88799999999,NO_ACTION,0.72,40746.88799999999,NO_ACTION,0.72,40746.88799999999,NO_ACTION,0.72,40746.88799999999,NO_ACTION,0.72,40746.88799999999,NO_ACTION,0.72,40746.88799999999
241,TECHNICAL_FAILURE,NETBANKING,240906,0.72,NO_ACTION,0.72,60708.31199999999,NUDGE,0.84,70626.36399999999,SWITCH_UPI,0.7,58971.96999999999,NUDGE,0.84,70626.36399999999,NUDGE,0.84,70626.36399999999,NUDGE,0.84,70626.36399999999
242,AUTHENTICATION_FAILURE,UPI,243248,0.76,NO_ACTION,0.76,64703.96799999999,NUDGE,0.82,69612.17599999999,NO_ACTION,0.76,64703.96799999999,NUDGE,0.82,69612.17599999999,NUDGE,0.82,69612.17599999999,SWITCH_NETBANKING,0.84,71464.91199999998
243,ISSUER_DECLINED,UPI,92853,0.7,NO_ACTION,0.7,22748.984999999997,NO_ACTION,0.7,22748.984999999997,NO_ACTION,0.7,22748.984999999997,SWITCH_DEBIT_CARD,0.68,22049.014000000003,NO_ACTION,0.7,22748.984999999997,NO_ACTION,0.7,22748.984999999997
244,USER_CANCELLED,UPI,123608,0.66,NO_ACTION,0.66,28553.447999999997,NUDGE,0.7,30083.959999999995,NUDGE,0.7,30083.959999999995,NUDGE,0.7,30083.959999999995,NUDGE,0.7,30083.959999999995,NUDGE,0.7,30083.959999999995
245,ISSUER_DECLINED,UPI,475725,0.5,NO_ACTION,0.5,83251.875,NUDGE,0.66,109692.475,NUDGE,0.66,109692.475,OFFER_10,0.5,59465.625,SWITCH_DEBIT_CARD,0.56,93192.1,NUDGE,0.66,109692.475
246,ISSUER_DECLINED,DEBIT_CARD,116916,0.48,NO_ACTION,0.48,19641.888,NO_ACTION,0.48,19641.888,NO_ACTION,0.48,19641.888,NO_ACTION,0.48,19641.888,NO_ACTION,0.48,19641.888,SWITCH_UPI,0.64,26139.184
247,INSTRUMENT_UNAVAILABLE,DEBIT_CARD,139411,0.38,NO_ACTION,0.38,18541.663,NO_ACTION,0.38,18541.663,SWITCH_UPI,0.58,28250.432999999997,SWITCH_UPI,0.58,28250.432999999997,SWITCH_UPI,0.58,28250.432999999997,SWITCH_UPI,0.58,28250.432999999997
248,USER_CANCELLED,UPI,66309,0.62,NO_ACTION,0.62,14389.052999999998,NO_ACTION,0.62,14389.052999999998,NO_ACTION,0.62,14389.052999999998,NO_ACTION,0.62,14389.052999999998,NO_ACTION,0.62,14389.052999999998,NO_ACTION,0.62,14389.052999999998
249,AUTHENTICATION_FAILURE,UPI,115305,0.68,NO_ACTION,0.68,27442.590000000004,NO_ACTION,0.68,27442.590000000004,NO_ACTION,0.68,27442.590000000004,SWITCH_DEBIT_CARD,0.72,29006.86,SWITCH_DEBIT_CARD,0.72,29006.86,SWITCH_DEBIT_CARD,0.72,29006.86
250,TECHNICAL_FAILURE,UPI,103001,0.72,NO_ACTION,0.72,25956.251999999997,NO_ACTION,0.72,25956.251999999997,SWITCH_DEBIT_CARD,0.68,24464.238,SWITCH_DEBIT_CARD,0.68,24464.238,NO_ACTION,0.72,25956.251999999997,NO_ACTION,0.72,25956.251999999997
