decision_id,customer_id,order_id,prediction_time,customer_tenure_days,prior_checkout_count,prior_success_count,prior_failure_count,prior_success_rate,prior_upi_count,prior_credit_card_count,prior_debit_card_count,prior_netbanking_count,available_upi,available_credit_card,available_debit_card,available_netbanking,current_amount_minor,amount_ratio,current_method,failure_category,attempt_count,observed_rail_health,contact_consent,customer_active,treatment,action_type,target_method,discount_percent,behavior_policy_probability,recovered,final_attempt_count,final_payment_status
D0009859,C038668,C038668_O0002,2026-08-14T18:57:45.512394+00:00,125,1,1,0,1.0,1,0,0,0,1,0,1,1,159973,0.7113641821043926,DEBIT_CARD,USER_CANCELLED,1,1.0,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.14865754575045972,1,2,CAPTURED
D0009860,C038676,C038676_O0002,2025-05-26T01:30:44.282935+00:00,577,1,1,0,1.0,1,0,0,0,1,0,1,0,219582,1.0047542131296816,UPI,AUTHENTICATION_FAILURE,1,0.9929797236174376,1,1,NO_ACTION,NO_ACTION,,,0.7507589966651321,1,2,CAPTURED
D0009861,C038679,C038679_O0006,2026-05-22T03:01:05.616550+00:00,472,5,5,0,1.0,4,0,0,1,1,0,0,1,98281,1.2905729255577587,UPI,INSUFFICIENT_FUNDS,1,0.7640548238791529,1,0,OFFER_5,APPROVED_OFFER,,5.0,0.11434781497306587,1,2,CAPTURED
D0009862,C038680,C038680_O0005,2025-04-20T12:18:07.028749+00:00,676,4,4,0,1.0,3,0,0,1,1,0,1,1,675894,1.4852169174278864,UPI,AUTHENTICATION_FAILURE,1,0.9470429699844533,1,1,NO_ACTION,NO_ACTION,,,0.643520738535212,1,2,CAPTURED
D0009863,C038688,C038688_O0010,2025-08-09T16:12:05.496266+00:00,721,9,9,0,1.0,3,4,1,1,1,1,1,1,43614,0.600264251699744,UPI,USER_CANCELLED,1,0.7161669624702335,0,1,NO_ACTION,NO_ACTION,,,0.34740413333984005,1,2,CAPTURED
D0009864,C038692,C038692_O0002,2026-04-21T01:59:58.170255+00:00,176,1,1,0,1.0,1,0,0,0,1,1,1,0,60450,0.7376359043818868,UPI,USER_CANCELLED,1,0.9553555039415398,1,1,NO_ACTION,NO_ACTION,,,0.4902688166032859,1,2,CAPTURED
D0009865,C038692,C038692_O0004,2026-05-22T06:14:02.372086+00:00,176,3,3,0,1.0,3,0,0,0,1,1,1,0,103463,1.262498322168125,UPI,INSUFFICIENT_FUNDS,1,0.9866348753183006,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.23810047237321202,0,1,FAILED
D0009866,C038697,C038697_O0003,2024-03-06T05:08:42.992799+00:00,979,2,2,0,1.0,2,0,0,0,1,0,1,0,175677,0.9560809156067854,UPI,USER_CANCELLED,1,0.7855496503084882,1,0,NUDGE,NUDGE,,,0.34154715377892464,1,2,CAPTURED
D0009867,C038697,C038697_O0005,2024-06-16T16:43:44.865890+00:00,979,4,4,0,1.0,4,0,0,0,1,0,1,0,238840,1.2998307455359814,UPI,ISSUER_DECLINED,1,0.9169840624397414,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.1494605913207446,0,3,FAILED
D0009868,C038697,C038697_O0008,2024-11-29T09:31:16.769326+00:00,979,7,6,1,0.8571428571428571,7,0,0,0,1,0,1,0,114920,0.6254251770096927,UPI,INSUFFICIENT_FUNDS,1,0.9268023239822102,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.0848896846677367,1,2,CAPTURED
D0009869,C038699,C038699_O0003,2025-08-25T20:06:25.749676+00:00,524,2,2,0,1.0,2,0,0,0,1,1,1,0,95336,0.8638402363110825,UPI,USER_CANCELLED,1,0.6804540072405558,0,1,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.1976872829132235,1,2,CAPTURED
D0009870,C038703,C038703_O0004,2026-06-08T05:25:21.242779+00:00,219,3,3,0,1.0,2,1,0,0,1,1,1,1,198057,1.3667398145081153,UPI,AUTHENTICATION_FAILURE,1,0.9803844862751186,1,0,NO_ACTION,NO_ACTION,,,0.38820485875842903,1,3,CAPTURED
D0009871,C038708,C038708_O0025,2025-05-23T02:13:35.050517+00:00,820,24,24,0,1.0,21,0,1,2,1,0,1,1,38102,0.7381104589217566,UPI,INSUFFICIENT_FUNDS,1,0.9707555059397804,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.06136652238989412,1,3,CAPTURED
D0009872,C038710,C038710_O0003,2026-08-23T02:09:18.230093+00:00,153,2,2,0,1.0,1,1,0,0,1,1,1,1,139698,0.778140457198877,CREDIT_CARD,ISSUER_DECLINED,1,0.9715249963340106,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.13170138131331574,1,3,CAPTURED
D0009873,C038714,C038714_O0001,2025-06-24T07:53:55.625093+00:00,446,0,0,0,0.0,0,0,0,0,1,1,1,0,723351,1.3532847534680972,UPI,AUTHENTICATION_FAILURE,1,0.8447308845095663,1,0,NO_ACTION,NO_ACTION,,,0.46627202985275334,0,1,FAILED
D0009874,C038719,C038719_O0001,2025-07-01T11:40:16.338247+00:00,452,0,0,0,0.0,0,0,0,0,1,1,1,1,122556,0.9978830119854091,UPI,INSUFFICIENT_FUNDS,1,0.9767483402111359,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.21849400509636654,1,2,CAPTURED
D0009875,C038722,C038722_O0003,2026-08-28T11:00:45.103705+00:00,111,2,2,0,1.0,1,0,1,0,1,0,1,1,119889,0.6963772282921219,UPI,AUTHENTICATION_FAILURE,1,0.8541963980859022,1,0,NUDGE,NUDGE,,,0.2478465723177201,1,2,CAPTURED
D0009876,C038724,C038724_O0001,2025-12-11T20:21:13.729158+00:00,319,0,0,0,0.0,0,0,0,0,1,1,0,0,319304,1.4225049673447203,UPI,USER_CANCELLED,1,0.9126850547678637,1,0,NO_ACTION,NO_ACTION,,,0.3263611200147432,0,1,FAILED
D0009877,C038725,C038725_O0001,2025-05-18T06:28:31.968751+00:00,477,0,0,0,0.0,0,0,0,0,1,1,1,1,105921,0.9686862682335726,CREDIT_CARD,ISSUER_DECLINED,1,1.0,1,1,NO_ACTION,NO_ACTION,,,0.4251365401271175,1,2,CAPTURED
D0009878,C038725,C038725_O0011,2025-11-08T23:03:38.021368+00:00,477,10,10,0,1.0,4,4,2,0,1,1,1,1,97145,0.8884265398509306,UPI,USER_CANCELLED,1,0.9060311078670003,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.13132932733913522,0,1,FAILED
D0009879,C038728,C038728_O0001,2025-05-03T18:18:44.099330+00:00,700,0,0,0,0.0,0,0,0,0,1,1,1,1,46439,1.1612653163290823,UPI,AUTHENTICATION_FAILURE,1,1.0,1,1,NO_ACTION,NO_ACTION,,,0.6470622390838089,0,3,FAILED
D0009880,C038732,C038732_O0010,2026-08-31T08:01:05.298612+00:00,242,9,9,0,1.0,8,0,1,0,1,1,1,1,240986,0.9185843069240885,UPI,USER_CANCELLED,1,0.8791691676892505,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.11593704769566543,0,1,FAILED
D0009881,C038734,C038734_O0006,2026-04-03T03:50:29.902726+00:00,482,5,5,0,1.0,5,0,0,0,1,0,0,1,118354,1.2649793719672517,UPI,USER_CANCELLED,1,0.9821441933571274,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.13815747329056638,0,1,FAILED
D0009882,C038741,C038741_O0012,2026-05-29T18:59:48.384414+00:00,356,11,11,0,1.0,6,3,0,2,1,1,1,1,365147,1.0370901592783621,DEBIT_CARD,TECHNICAL_FAILURE,1,1.0,1,1,NO_ACTION,NO_ACTION,,,0.22781896765978274,1,2,CAPTURED
D0009883,C038745,C038745_O0001,2026-04-08T05:28:47.800314+00:00,178,0,0,0,0.0,0,0,0,0,1,1,1,1,103492,1.0817376034785517,CREDIT_CARD,INSUFFICIENT_FUNDS,1,0.8810368456554436,0,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.23892323656671147,1,2,CAPTURED
D0009884,C038745,C038745_O0005,2026-06-10T01:54:51.633858+00:00,178,4,4,0,1.0,1,2,1,0,1,1,1,1,72278,0.7554770465758006,UPI,INSUFFICIENT_FUNDS,1,0.9669700616683211,0,0,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.257664721914036,1,2,CAPTURED
D0009885,C038745,C038745_O0010,2026-08-31T10:14:01.405653+00:00,178,9,9,0,1.0,2,6,1,0,1,1,1,1,87239,0.9118550882180785,CREDIT_CARD,AUTHENTICATION_FAILURE,1,0.8563841690373228,0,1,NO_ACTION,NO_ACTION,,,0.6434107876419529,1,3,CAPTURED
D0009886,C038752,C038752_O0005,2025-10-27T11:08:08.192510+00:00,564,4,4,0,1.0,4,0,0,0,1,0,0,1,99348,0.6861476196724935,UPI,USER_CANCELLED,1,0.7580671390974655,1,1,NO_ACTION,NO_ACTION,,,0.5790334925912509,1,2,CAPTURED
D0009887,C038760,C038760_O0009,2026-07-19T05:23:25.405153+00:00,916,8,8,0,1.0,8,0,0,0,1,0,1,1,129065,1.3473603992024303,NETBANKING,AUTHENTICATION_FAILURE,1,0.8499450588829939,1,0,NO_ACTION,NO_ACTION,,,0.4097208228755096,1,2,CAPTURED
D0009888,C038765,C038765_O0004,2025-06-06T04:34:17.668519+00:00,624,3,3,0,1.0,2,0,0,1,1,0,0,1,101977,1.2624665742299692,UPI,AUTHENTICATION_FAILURE,1,1.0,0,1,NO_ACTION,NO_ACTION,,,0.6903237924177938,1,2,CAPTURED
D0009889,C038769,C038769_O0001,2026-07-07T10:13:11.036879+00:00,139,0,0,0,0.0,0,0,0,0,1,1,1,1,40616,1.1256894210249162,UPI,INSUFFICIENT_FUNDS,1,0.9187218657379962,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.2160588144532656,0,1,FAILED
D0009890,C038775,C038775_O0003,2026-02-26T08:30:27.160293+00:00,383,2,2,0,1.0,1,0,1,0,1,1,1,1,116617,0.5737105692976759,UPI,USER_CANCELLED,1,0.9986184558241127,1,0,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.11464461036775296,0,1,FAILED
D0009891,C038780,C038780_O0006,2026-07-11T15:20:59.124548+00:00,192,5,5,0,1.0,5,0,0,0,1,0,1,1,114552,1.2131532962668785,UPI,AUTHENTICATION_FAILURE,1,0.7797013304942799,1,1,NO_ACTION,NO_ACTION,,,0.6948968829328752,1,2,CAPTURED
D0009892,C038786,C038786_O0001,2024-06-14T17:13:45.151990+00:00,863,0,0,0,0.0,0,0,0,0,1,1,1,1,291896,1.1097778893020356,UPI,ISSUER_DECLINED,1,0.9681766743011907,1,0,OFFER_10,APPROVED_OFFER,,10.0,0.07880618852578757,0,2,FAILED
D0009893,C038788,C038788_O0001,2026-08-04T23:06:50.843950+00:00,103,0,0,0,0.0,0,0,0,0,1,1,1,0,84259,0.7524535850471964,UPI,USER_CANCELLED,1,0.49815662676045075,1,1,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.1976872829132235,1,2,CAPTURED
D0009894,C038791,C038791_O0004,2026-07-28T18:55:31.434564+00:00,497,3,3,0,1.0,3,0,0,0,1,0,1,1,184862,1.1028767793435073,UPI,USER_CANCELLED,1,0.9014082789778568,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.13164723117476862,1,2,CAPTURED
D0009895,C038796,C038796_O0001,2026-07-12T07:12:28.317282+00:00,63,0,0,0,0.0,0,0,0,0,1,0,0,1,158488,1.0088993570564644,UPI,AUTHENTICATION_FAILURE,1,1.0,1,0,NO_ACTION,NO_ACTION,,,0.5525459299004413,0,1,FAILED
D0009896,C038798,C038798_O0010,2025-09-29T05:30:14.723386+00:00,690,9,9,0,1.0,8,1,0,0,1,1,1,1,84830,0.6715006055616684,UPI,AUTHENTICATION_FAILURE,1,0.9189041385611255,1,0,NO_ACTION,NO_ACTION,,,0.41706300909121813,0,1,FAILED
D0009897,C038798,C038798_O0012,2026-01-30T15:26:07.941571+00:00,690,11,10,1,0.9090909090909091,10,1,0,0,1,1,1,1,90190,0.7139295015396306,UPI,USER_CANCELLED,1,0.9208981524267693,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.13349185179995593,1,2,CAPTURED
D0009898,C038801,C038801_O0002,2025-07-14T04:37:57.692347+00:00,465,1,1,0,1.0,1,0,0,0,1,0,1,1,177326,0.7531493420996747,UPI,ISSUER_DECLINED,1,0.8901156213566244,1,0,NUDGE,NUDGE,,,0.29684430621677066,1,2,CAPTURED
D0009899,C038801,C038801_O0003,2025-07-30T02:47:19.741055+00:00,465,2,2,0,1.0,2,0,0,0,1,0,1,1,209669,0.8905184203596579,NETBANKING,ISSUER_DECLINED,1,0.7968084620800274,1,0,NUDGE,NUDGE,,,0.286585788085422,0,1,FAILED
D0009900,C038801,C038801_O0012,2026-05-03T11:39:32.124366+00:00,465,11,10,1,0.9090909090909091,8,0,1,2,1,0,1,1,272154,1.1559083611528758,DEBIT_CARD,ISSUER_DECLINED,1,0.8372505045685891,1,1,NO_ACTION,NO_ACTION,,,0.4729353486900268,0,1,FAILED
D0009901,C038801,C038801_O0014,2026-06-18T18:14:12.816528+00:00,465,13,11,2,0.8461538461538461,9,0,2,2,1,0,1,1,373419,1.586006982492801,UPI,USER_CANCELLED,1,0.7260565792057742,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.17717502648496447,1,2,CAPTURED
D0009902,C038818,C038818_O0002,2025-01-31T04:17:39.724358+00:00,618,1,1,0,1.0,0,0,1,0,1,0,1,0,939604,1.3819392661163055,UPI,USER_CANCELLED,1,0.9920185199557087,1,0,NUDGE,NUDGE,,,0.2987784603966006,0,1,FAILED
D0009903,C038819,C038819_O0003,2026-06-21T15:19:57.687048+00:00,255,2,2,0,1.0,1,1,0,0,1,1,1,1,69064,0.8287414802726313,CREDIT_CARD,INSUFFICIENT_FUNDS,1,0.9546165889114283,1,1,NO_ACTION,NO_ACTION,,,0.23395114756730184,1,2,CAPTURED
D0009904,C038820,C038820_O0003,2024-12-30T22:41:05.338103+00:00,663,2,2,0,1.0,2,0,0,0,1,0,0,1,140642,1.1355466920729245,UPI,TECHNICAL_FAILURE,1,0.985950386389393,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.0848896846677367,0,2,FAILED
D0009905,C038822,C038822_O0002,2026-03-14T04:14:02.319107+00:00,255,1,1,0,1.0,1,0,0,0,1,0,1,1,130533,1.5423963133640552,UPI,USER_CANCELLED,1,0.9670698417721292,1,0,NO_ACTION,NO_ACTION,,,0.23352694449355055,0,1,FAILED
D0009906,C038836,C038836_O0004,2024-10-11T13:35:29.845384+00:00,1003,3,3,0,1.0,3,0,0,0,1,0,1,1,55740,1.1344948302531954,UPI,USER_CANCELLED,1,0.9911737523477416,1,1,OFFER_5,APPROVED_OFFER,,5.0,0.10696460177361716,0,1,FAILED
D0009907,C038840,C038840_O0009,2026-07-02T12:27:18.312024+00:00,326,8,8,0,1.0,7,0,1,0,1,0,1,1,221508,0.5569067774238398,UPI,USER_CANCELLED,1,0.9549928098728603,1,0,NO_ACTION,NO_ACTION,,,0.2683176115133608,1,2,CAPTURED
D0009908,C038845,C038845_O0008,2026-01-05T01:58:16.981027+00:00,611,7,7,0,1.0,5,2,0,0,1,1,0,0,59974,0.7296373346959135,CREDIT_CARD,ISSUER_DECLINED,1,0.7294729324276319,1,0,NO_ACTION,NO_ACTION,,,0.27860439406322357,1,2,CAPTURED
D0009909,C038850,C038850_O0001,2026-08-29T02:14:20.924471+00:00,78,0,0,0,0.0,0,0,0,0,1,0,1,1,117109,0.5885525032918212,UPI,USER_CANCELLED,1,1.0,1,1,NO_ACTION,NO_ACTION,,,0.4902688166032859,0,1,FAILED
D0009910,C038854,C038854_O0005,2026-08-12T07:31:26.538913+00:00,87,4,4,0,1.0,4,0,0,0,1,0,1,1,1123526,1.1480459657361937,DEBIT_CARD,INSTRUMENT_UNAVAILABLE,1,0.945296374904527,1,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.33063708121012436,1,2,CAPTURED
D0009911,C038855,C038855_O0002,2026-05-11T06:29:33.112980+00:00,221,1,1,0,1.0,1,0,0,0,1,0,1,1,144805,0.9916656394241964,UPI,BANK_OR_PROVIDER_UNAVAILABLE,1,0.7940927789059511,1,1,NO_ACTION,NO_ACTION,,,0.30824082203600534,0,1,FAILED
D0009912,C038856,C038856_O0002,2024-11-20T22:09:24.675144+00:00,728,1,1,0,1.0,1,0,0,0,1,1,1,1,263671,0.8334128802844726,DEBIT_CARD,AUTHENTICATION_FAILURE,1,0.7495707422067839,1,0,NO_ACTION,NO_ACTION,,,0.3708879790051175,1,2,CAPTURED
D0009913,C038859,C038859_O0004,2025-05-18T13:20:32.909440+00:00,510,3,3,0,1.0,2,1,0,0,1,1,1,1,121193,0.8543382021204602,UPI,INSUFFICIENT_FUNDS,1,1.0,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.21452986304602445,0,2,FAILED
D0009914,C038859,C038859_O0006,2025-09-02T14:18:52.985061+00:00,510,5,4,1,0.8,4,1,0,0,1,1,1,1,74532,0.5254060455673359,CREDIT_CARD,ISSUER_DECLINED,1,0.9875045695068254,1,1,NO_ACTION,NO_ACTION,,,0.4132885656566217,1,2,CAPTURED
D0009915,C038862,C038862_O0002,2026-04-26T05:10:52.330608+00:00,398,1,1,0,1.0,1,0,0,0,1,0,1,1,118057,0.7698482566139119,UPI,AUTHENTICATION_FAILURE,1,0.8902917765815058,1,1,NO_ACTION,NO_ACTION,,,0.6948968829328752,1,2,CAPTURED
D0009916,C038866,C038866_O0006,2026-05-29T04:23:05.815933+00:00,382,5,5,0,1.0,4,0,0,1,1,0,1,1,244327,1.7069689454011947,DEBIT_CARD,INSUFFICIENT_FUNDS,1,0.7468036407171853,0,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.34633230428902634,1,2,CAPTURED
D0009917,C038878,C038878_O0001,2023-11-15T17:09:34.584078+00:00,1048,0,0,0,0.0,0,0,0,0,1,1,1,1,60251,0.5585312494206204,UPI,USER_CANCELLED,1,1.0,1,0,NO_ACTION,NO_ACTION,,,0.2700968801767373,1,2,CAPTURED
D0009918,C038878,C038878_O0006,2024-04-14T05:03:29.493810+00:00,1048,5,5,0,1.0,4,1,0,0,1,1,1,1,91720,0.8502512190147765,CREDIT_CARD,AUTHENTICATION_FAILURE,1,0.8909178991134591,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.07076344500271683,1,3,CAPTURED
D0009919,C038878,C038878_O0007,2024-04-23T07:25:55.381604+00:00,1048,6,6,0,1.0,4,2,0,0,1,1,1,1,87985,0.8156274913324805,UPI,AUTHENTICATION_FAILURE,1,0.4989408783253456,1,1,NO_ACTION,NO_ACTION,,,0.5846999691349328,1,2,CAPTURED
D0009920,C038878,C038878_O0009,2024-07-06T13:01:29.085008+00:00,1048,8,8,0,1.0,5,3,0,0,1,1,1,1,110236,1.0218959156052432,DEBIT_CARD,AUTHENTICATION_FAILURE,1,0.8607066446265557,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.06247560977455214,1,2,CAPTURED
D0009921,C038878,C038878_O0029,2026-07-23T14:37:03.679552+00:00,1048,28,28,0,1.0,17,6,4,1,1,1,1,1,116558,1.0805013256206315,CREDIT_CARD,ISSUER_DECLINED,1,0.9313261250988779,1,0,OFFER_5,APPROVED_OFFER,,5.0,0.07858826432433827,0,1,FAILED
D0009922,C038881,C038881_O0009,2026-03-09T19:46:01.143470+00:00,380,8,8,0,1.0,7,1,0,0,1,1,0,1,100760,1.093399021193016,UPI,ISSUER_DECLINED,1,0.9626378346608135,1,1,NO_ACTION,NO_ACTION,,,0.48795860778434386,0,2,FAILED
D0009923,C038883,C038883_O0003,2026-07-16T07:02:37.835974+00:00,290,2,2,0,1.0,1,0,1,0,1,1,1,1,86356,1.0671115230151376,UPI,AUTHENTICATION_FAILURE,1,0.9571112936869175,1,0,NUDGE,NUDGE,,,0.23052075970361507,0,1,FAILED
D0009924,C038885,C038885_O0016,2025-10-11T17:46:13.354981+00:00,664,15,15,0,1.0,12,3,0,0,1,1,1,1,322085,1.2892476303317535,UPI,AUTHENTICATION_FAILURE,1,0.6052320748577685,1,1,NO_ACTION,NO_ACTION,,,0.5515173630020136,1,2,CAPTURED
D0009925,C038886,C038886_O0008,2026-08-13T10:49:11.348065+00:00,674,7,7,0,1.0,7,0,0,0,1,0,0,0,108517,0.9277415383563167,UPI,USER_CANCELLED,1,0.8744169948045004,1,0,NO_ACTION,NO_ACTION,,,0.3650910550171963,1,2,CAPTURED
D0009926,C038894,C038894_O0005,2026-06-03T18:33:26.723492+00:00,271,4,4,0,1.0,4,0,0,0,1,0,0,1,202564,1.43077922811776,UPI,AUTHENTICATION_FAILURE,1,0.8282230486184461,0,1,OFFER_5,APPROVED_OFFER,,5.0,0.119745801210372,0,2,FAILED
D0009927,C038902,C038902_O0007,2026-06-22T10:39:49.480718+00:00,304,6,6,0,1.0,6,0,0,0,1,0,1,1,136175,0.6758835996168298,UPI,AUTHENTICATION_FAILURE,1,0.8667406267098683,1,1,NO_ACTION,NO_ACTION,,,0.6948968829328752,1,2,CAPTURED
D0009928,C038903,C038903_O0002,2024-09-28T17:51:53.424207+00:00,845,1,1,0,1.0,1,0,0,0,1,0,1,1,137131,0.9087842539514231,UPI,USER_CANCELLED,1,0.9746910861643401,0,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.15465418772283265,0,1,FAILED
D0009929,C038903,C038903_O0009,2026-07-25T21:59:25.132414+00:00,845,8,7,1,0.875,7,0,1,0,1,0,1,1,168352,1.115689718015839,UPI,AUTHENTICATION_FAILURE,1,1.0,0,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.10266239730314636,1,4,CAPTURED
D0009930,C038908,C038908_O0018,2026-02-14T17:27:27.417035+00:00,768,17,17,0,1.0,17,0,0,0,1,0,1,1,132190,1.0883060001317262,UPI,ISSUER_DECLINED,1,0.8548430077959522,0,1,OFFER_10,APPROVED_OFFER,,10.0,0.09345820617743161,0,1,FAILED
D0009931,C038908,C038908_O0019,2026-02-24T06:52:16.559402+00:00,768,18,17,1,0.9444444444444444,18,0,0,0,1,0,1,1,127131,1.0466557992491603,DEBIT_CARD,BANK_OR_PROVIDER_UNAVAILABLE,1,0.5716157070123268,0,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.3792914928400948,0,2,FAILED
D0009932,C038908,C038908_O0021,2026-06-15T09:37:41.365437+00:00,768,20,18,2,0.9,19,0,1,0,1,0,1,1,92634,0.7626457221892906,UPI,USER_CANCELLED,1,1.0,0,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.17805244151802888,1,2,CAPTURED
D0009933,C038909,C038909_O0003,2026-08-05T23:58:47.485189+00:00,271,2,2,0,1.0,2,0,0,0,1,0,1,1,98556,0.8245432032661804,UPI,AUTHENTICATION_FAILURE,1,1.0,0,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.07866696955220251,0,1,FAILED
D0009934,C038911,C038911_O0001,2026-06-11T17:27:03.008125+00:00,112,0,0,0,0.0,0,0,0,0,1,1,0,1,90349,0.5901807468955561,UPI,USER_CANCELLED,1,0.8787156726734092,0,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.15465418772283265,1,2,CAPTURED
D0009935,C038911,C038911_O0002,2026-07-14T22:56:52.802099+00:00,112,1,1,0,1.0,1,0,0,0,1,1,0,1,163760,1.069718526066877,UPI,AUTHENTICATION_FAILURE,1,0.9511069025382781,0,1,NO_ACTION,NO_ACTION,,,0.6948968829328752,1,2,CAPTURED
D0009936,C038913,C038913_O0006,2026-03-06T23:13:06.441275+00:00,302,5,5,0,1.0,1,1,2,1,1,1,1,1,134413,1.140746335791698,UPI,USER_CANCELLED,1,0.9444152204172179,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.07882790287163494,1,2,CAPTURED
D0009937,C038913,C038913_O0007,2026-04-07T11:39:35.506558+00:00,302,6,6,0,1.0,2,1,2,1,1,1,1,1,77244,0.655560176187526,NETBANKING,ISSUER_DECLINED,1,0.8863848749415888,1,1,NO_ACTION,NO_ACTION,,,0.413551178988538,1,2,CAPTURED
D0009938,C038913,C038913_O0011,2026-06-30T12:26:05.856300+00:00,302,10,10,0,1.0,5,1,2,2,1,1,1,1,56395,0.47861731831722243,UPI,INSUFFICIENT_FUNDS,1,1.0,1,1,NO_ACTION,NO_ACTION,,,0.23420797241619556,0,3,FAILED
D0009939,C038924,C038924_O0001,2026-08-01T03:02:52.463017+00:00,44,0,0,0,0.0,0,0,0,0,1,1,1,0,97286,0.8427189175610474,CREDIT_CARD,INSTRUMENT_UNAVAILABLE,1,0.9103395182896609,1,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.2798594553639812,1,2,CAPTURED
D0009940,C038931,C038931_O0001,2026-07-17T04:21:36.568296+00:00,67,0,0,0,0.0,0,0,0,0,1,0,1,1,462259,1.2831937508501254,UPI,INSUFFICIENT_FUNDS,1,0.8050730758284169,1,1,NO_ACTION,NO_ACTION,,,0.28950684648297037,1,2,CAPTURED
D0009941,C038935,C038935_O0001,2025-10-14T00:02:48.799928+00:00,435,0,0,0,0.0,0,0,0,0,1,0,1,0,42814,0.748653563684689,UPI,USER_CANCELLED,1,0.8204029466948926,1,0,NO_ACTION,NO_ACTION,,,0.36606318590382514,1,2,CAPTURED
D0009942,C038942,C038942_O0001,2026-05-14T16:43:52.625458+00:00,168,0,0,0,0.0,0,0,0,0,1,0,0,1,312434,1.1081852780625183,UPI,AUTHENTICATION_FAILURE,1,0.9855049138654491,1,0,NO_ACTION,NO_ACTION,,,0.5525459299004413,0,1,FAILED
D0009943,C038951,C038951_O0009,2026-07-06T06:10:19.113245+00:00,425,8,8,0,1.0,7,0,1,0,1,0,1,0,157213,0.8378482085280778,DEBIT_CARD,ISSUER_DECLINED,1,0.9599391426475856,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.10680679646556475,0,1,FAILED
D0009944,C038953,C038953_O0001,2026-07-23T12:38:06.596474+00:00,43,0,0,0,0.0,0,0,0,0,1,0,1,1,158728,0.8524368303751242,NETBANKING,ISSUER_DECLINED,1,0.8735142772786377,1,0,SWITCH_UPI,SWITCH_METHOD,UPI,,0.1512271066393178,1,2,CAPTURED
D0009945,C038969,C038969_O0016,2026-06-25T17:32:02.784406+00:00,539,15,15,0,1.0,11,1,2,1,1,1,1,1,188860,0.8907146091156052,UPI,AUTHENTICATION_FAILURE,1,0.8561568994436062,1,0,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.07250632252334108,0,2,FAILED
D0009946,C038980,C038980_O0003,2026-01-27T20:28:47.475768+00:00,425,2,2,0,1.0,2,0,0,0,1,0,0,1,162885,1.222199711867459,UPI,TECHNICAL_FAILURE,1,0.9629560724713508,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.38943162776081547,1,2,CAPTURED
D0009947,C038980,C038980_O0007,2026-07-23T21:06:57.122464+00:00,425,6,6,0,1.0,6,0,0,0,1,0,0,1,170658,1.2805240410588872,UPI,USER_CANCELLED,1,1.0,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.13815747329056638,1,2,CAPTURED
